# transposed and modified from from/IBM-935
0101	?01
01561F	?60BC
015623	?60D3
015624	?60D2
015627	?60D6
01562C	?60DB
01562D	?60D7
015631	?5BF5
015632	?4A50
015634	?5C8D
015636	?565B
015639	?60D9
01563B	?57FA
01563F	?4DD8
01564C	?60E0
01564D	?60DC
01564E	?59AC
015654	?60E1
015657	?60DA
015658	?60D8
015659	?60DE
01565C	?60DF
015662	?60DD
015664	?60E3
015668	?53F6
015669	?5CAB
01566A	?5AEA
01566B	?60E5
01566C	?55C8
015671	?60E4
015676	?4CC0
01567B	?60E6
01567C	?60E7
015685	?60E8
015686	?60E2
01568E	?4DBE
01568F	?56E6
015693	?60E9
0156A3	?589A
0156AF	?60EA
0156B7	?54C1
0156BC	?4F60
0156CA	?52D1
0156D4	?60EB
0156D7	?60EC
0156DA	?5495
0156DB	?5664
0156DD	?60ED
0156DE	?4E78
0156DF	?5CB5
0156E0	?59F1
0156E1	?60EE
0156E2	?5765
0156E4	?4BD9
0156	?E5
0156EB	?60F0
0156ED	?5AAF
0156F0	?50A6
0156F1	?4AD0
0156F4	?57A6
0156F5	?60EF
0156F9	?60F1
0156FA	?4D6C
0156FD	?4D9B
0156FE	?575C
0156FF	?60F2
015703	?53D3
015704	?60F3
015706	?5AB1
015708	?54A5
015709	?60F5
01570A	?60F4
01571C	?60F6
01571F	?5761
015723	?55A4
015728	?5AD9
015729	?5E77
01572A	?5E79
01572C	?5E78
01572D	?4D88
01572E	?5E7C
01572F	?5E7D
015730	?4B78
015733	?5E7A
015739	?5E7B
01573A	?4A41
01573B	?5E7F
01573E	?4E99
015740	?5BB6
015742	?5E81
015747	?4FF8
01574A	?4C5B
01574C	?5E70
01574D	?56AD
01574E	?5052
01574F	?4E55
015750	?5C99
015751	?5073
015757	?508A
01575A	?4EE0
01575B	?56B2
01575C	?5E7E
01575D	?48D2
01575E	?57EA
01575F	?4C78
015760	?5C59
015761	?53C1
015764	?50A3
015766	?56B8
015768	?5E88
015769	?5E82
01576A	?53B9
01576B	?5E84
01576D	?5E89
01576F	?5398
015773	?5E8B
015776	?5E8A
015777	?5060
01577B	?5E87
01577C	?5E86
015782	?4AB8
015783	?50AB
015784	?51A1
015785	?5E83
015786	?5E85
01578B	?58CC
01578C	?5E8E
015792	?50DC
015793	?5E93
01579B	?4BE1
0157A0	?5E94
0157A1	?5E72
0157A2	?4D58
0157A3	?5AAA
0157A4	?5E8D
0157A6	?5071
0157A7	?5E91
0157A9	?5E71
0157AB	?4B87
0157AD	?5E8C
0157AE	?5086
0157B2	?5E8F
0157B4	?5E92
0157B8	?5E9A
0157C2	?4D41
0157C3	?48A2
0157CB	?51F0
0157CE	?4A67
0157CF	?5E90
0157D2	?5E99
0157D4	?53D1
0157D5	?5E95
0157D8	?5E96
0157D9	?5E98
0157DA	?5E97
0157DD	?5E9F
0157DF	?5A93
0157E0	?49B9
0157E4	?5E9E
0157	?E6
0157ED	?5EA3
0157EF	?5E9C
0157F4	?5E9B
0157F8	?5E9D
0157F9	?5381
0157FA	?4E9A
0157FD	?5EA2
015800	?5EA4
015802	?56C2
015806	?4BD0
015807	?5F60
01580B	?5EA0
01580D	?5EA1
015811	?5455
015815	?4BE8
015819	?5EA6
01581E	?5EA5
015820	?5EA8
015821	?4944
015824	?4B6C
01582A	?5050
015830	?597F
015835	?4BC1
015844	?5EA7
01584C	?569B
01584D	?6694
015851	?567C
015854	?569F
015858	?56C0
01585E	?54FA
015865	?5EA9
01586B	?56ED
01586C	?5EAA
01587E	?5E73
015880	?5EAE
015881	?5EAB
015883	?4FB2
015885	?55FA
015889	?5EAC
015892	?556A
015893	?52B8
015899	?545D
01589A	?5EAD
01589E	?5AF5
01589F	?58E5
0158A8	?52AA
0158A9	?4BD4
0158BC	?5E74
0158C1	?497A
0158C5	?5E75
0158D1	?5E76
0158D5	?4DBD
0158E4	?54BF
0158	?E7
0158EB	?55BE
0158EC	?54C8
0158EE	?5C53
0158F0	?559A
0158F3	?5067
0158F6	?4DF7
0158F9	?59BB
015902	?61B9
015904	?4AA5
015907	?4958
01590D	?4CB3
01590F	?5864
015914	?5D88
015915	?5846
015916	?5783
015919	?5D8E
01591A	?4BDF
01591C	?59B8
01591F	?4D5B
015924	?61B8
015925	?61B6
015927	?4AF2
015929	?56EB
01592A	?56AA
01592B	?4C93
01592D	?5CB1
01592E	?598C
01592F	?4DBA
015931	?55A6
015934	?5757
015937	?59C3
015938	?5085
015939	?4ECF
01593A	?4BE0
01593C	?5FC4
015941	?5FC5
015942	?5E5C
015944	?5979
015947	?53E5
015948	?52CD
015949	?4C8F
01594B	?4C7C
01594E	?509D
01594F	?5C81
015951	?53F4
015954	?495C
015955	?5FC7
015956	?4F51
015957	?56D6
015958	?5FC9
01595A	?5FC8
015960	?4B8D
015962	?557D
015965	?48C1
015973	?534E
015974	?534B
015976	?52CB
015978	?4EE8
015979	?569E
01597D	?4DC2
015981	?639A
015982	?54E6
015983	?639B
015984	?579E
015986	?5C51
015987	?4CBD
015988	?51E7
01598A	?54D0
01598D	?639C
015992	?4BC9
015993	?4ECA
015996	?599E
015997	?63A0
015999	?528F
01599E	?63A3
0159A3	?639F
0159A4	?63A4
0159A5	?5777
0159A8	?4C61
0159A9	?639D
0159AA	?639E
0159AB	?63A2
0159AE	?52DC
0159AF	?63A7
0159B2	?63A6
0159B9	?5263
0159BB	?53DD
0159BE	?63A9
0159C6	?52B6
0159CA	?63A1
0159CB	?55BB
0159D0	?4F84
0159D1	?4D63
0159D2	?63A5
0159D3	?58D4
0159D4	?57AE
0159D7	?63A8
0159D8	?63AF
0159DA	?59A5
0159DC	?4F4A
0159DD	?63AC
0159E3	?63AE
0159E5	?50D0
0159	?E8
0159E8	?59CB
0159EC	?4EA6
0159F9	?63B0
0159FB	?59F5
0159FF	?5C6B
015A01	?579F
015A03	?577E
015A04	?51A5
015A05	?63AA
015A06	?63AB
015A07	?4F5F
015A08	?63AD
015A09	?63B2
015A0C	?63B1
015A11	?63B5
015A13	?63B7
015A18	?52EE
015A1C	?52C7
015A1F	?4FE9
015A20	?5590
015A23	?63B6
015A25	?4BEF
015A29	?5285
015A31	?5A8A
015A32	?63B3
015A34	?63B4
015A36	?54A1
015A3C	?63BC
015A40	?63B8
015A46	?53C4
015A49	?5792
015A4A	?63BA
015A55	?63BB
015A5A	?4E8A
015A62	?63BD
015A67	?63B9
015A6A	?50B6
015A74	?5A44
015A75	?63BE
015A76	?5595
015A77	?63C2
015A7A	?63C3
015A7F	?58F5
015A92	?525D
015A9A	?5264
015A9B	?63C1
015AAA	?63C0
015AB2	?63C6
015AB3	?5851
015AB5	?6695
015AB8	?63C9
015ABE	?63C4
015AC1	?4EDD
015AC2	?5549
015AC9	?4EB4
015ACC	?5873
015AD2	?63C7
015AD4	?63C8
015AD6	?63CD
015AD8	?63CF
015ADC	?63D0
015AE0	?63CA
015AE1	?4B75
015AE3	?63CB
015AE6	?63CE
015A	?E9
015AE9	?52DA
015AEB	?63C5
015AF1	?63CC
015B09	?63D1
015B16	?63D3
015B17	?63D2
015B32	?63D4
015B34	?5D99
015B37	?63D5
015B40	?63D6
015B50	?5C73
015B51	?63DC
015B53	?63DD
015B54	?5077
015B55	?5ACF
015B57	?5C76
015B58	?4AE5
015B59	?5690
015B5A	?63D9
015B5B	?5CC2
015B5C	?5C6E
015B5D	?58A1
015B5F	?526F
015B62	?63DE
015B63	?4EBD
015B64	?4D62
015B65	?63DA
015B66	?5947
015B69	?4DA1
015B6A	?51CE
015B6C	?5CAA
015B70	?55EA
015B71	?638F
015B73	?63DB
015B75	?4C96
015B7A	?54E5
015B7D	?52F4
015B80	?6352
015B81	?52FD
015B83	?569D
015B84	?6353
015B85	?5B4C
015B87	?5A8F
015B88	?55D7
015B89	?48B1
015B8B	?566E
015B8C	?578B
015B8F	?4DE9
015B93	?6355
015B95	?6354
015B97	?5C7A
015B98	?4D79
015B99	?5BE5
015B9A	?4BA7
015B9B	?5791
015B9C	?59CA
015B9D	?4946
015B9E	?55B4
015BA0	?4A89
015BA1	?5594
015BA2	?506D
015BA3	?58FA
015BA4	?55D1
015BA5	?6356
015BA6	?4E62
015BAA	?587C
015BAB	?4D4C
015BB0	?5AD6
015BB3	?4DA5
015BB4	?5988
015BB5	?589D
015BB6	?4ED1
015BB8	?6357
015BB9	?54DC
015B	?BA
015BBD	?508E
015BBE	?4997
015BBF	?567E
015BC2	?4EC4
015BC4	?4EC3
015BC5	?59F9
015BC6	?527C
015BC7	?507C
015BCC	?4CBA
015BD0	?5262
015BD2	?4DAD
015BD3	?5AA1
015BDD	?547E
015BDE	?52AE
015BDF	?49EB
015BE1	?4D71
015BE4	?635B
015BE5	?5168
015BE8	?5B4F
015BEE	?635C
015BF0	?635E
015BF8	?4AE6
015BF9	?4BD3
015BFA	?5662
015BFB	?5950
015BFC	?4B5C
015BFF	?55D8
015C01	?4C83
015C04	?5585
015C06	?4F4B
015C09	?57BD
015C0A	?5C91
015C0F	?58A0
015C11	?5579
015C14	?4BFA
015C15	?63D7
015C16	?4EE1
015C18	?4A5E
015C1A	?5570
015C1C	?63D8
015C1D	?4A42
015C22	?5FCB
015C24	?5A68
015C25	?5FCC
015C27	?59A1
015C2C	?5FCD
015C31	?4FCC
015C34	?5FCE
015C38	?55AB
015C39	?59FB
015C3A	?4A7F
015C3B	?638B
015C3C	?52E0
015C3D	?4FA0
015C3E	?57B1
015C3F	?52F1
015C40	?4FD5
015C41	?53A7
015C42	?49E2
015C45	?4FD2
015C48	?549D
015C49	?56EA
015C4A	?4F8D
015C4B	?57DC
015C4E	?55B9
015C4F	?53C0
015C50	?638D
015C51	?58BB
015C55	?5B59
015C59	?638E
015C5E	?55F3
015C60	?5760
015C61	?51C4
015C63	?6390
015C65	?51C3
015C66	?6391
015C6E	?6399
015C6F	?576D
015C71	?555D
015C79	?59D8
015C7A	?6148
015C7F	?5A8D
015C81	?568B
015C82	?53F0
015C88	?614C
015C8C	?6147
015C8D	?6149
015C90	?614A
015C91	?614F
015C94	?49EC
015C96	?614B
015C97	?4CD9
015C98	?614D
015C99	?614E
015C9A	?6150
015C9B	?4B5A
015C9C	?6151
015CA2	?6153
015CA3	?6158
015CA9	?5972
015CAB	?6156
015CAC	?6155
015CAD	?518C
015CB1	?6157
015C	?B2
015CB3	?5ABF
015CB5	?6152
015CB7	?615A
015CB8	?48B5
015CBD	?6154
015CBF	?509A
015CC1	?6159
015CC4	?615B
015CCB	?615E
015CD2	?615C
015CD9	?5BC4
015CE1	?585F
015CE4	?615D
015CE5	?615F
015CE6	?51CC
015CE8	?4BEA
015CEA	?5A99
015CED	?546D
015CF0	?4C86
015CFB	?4FFD
015D02	?6160
015D03	?6161
015D06	?6167
015D07	?4A88
015D0E	?53E8
015D14	?4ADD
015D16	?5962
015D1B	?6168
015D1E	?6166
015D24	?6165
015D26	?6163
015D27	?6162
015D29	?4960
015D2D	?5B58
015D2E	?6164
015D34	?616B
015D3D	?616C
015D3E	?616A
015D47	?689B
015D4A	?6173
015D4B	?6172
015D4C	?5456
015D58	?6169
015D5B	?616E
015D5D	?6170
015D69	?6174
015D6B	?6171
015D6C	?616D
015D6F	?616F
015D74	?6175
015D82	?6176
015D99	?6177
015D9D	?6178
015DB7	?617A
015D	?BB
015DC5	?617B
015DCD	?57A0
015DDB	?647D
015DDD	?4AA7
015DDE	?5BDC
015DE1	?5952
015DE2	?4A52
015DE5	?4D44
015DE6	?5C94
015DE7	?5469
015DE8	?4FDD
015DE9	?4D4E
015DEB	?57D6
015DEE	?49ED
015DEF	?5E6F
015DF1	?4EB9
015DF2	?59D0
015DF3	?5668
015DF4	?48CC
015DF7	?5890
015DFD	?5D84
015DFE	?4F8E
015E01	?4972
015E02	?55CF
015E03	?49BB
015E05	?5647
015E06	?4C4B
015E08	?55A5
015E0C	?5843
015E0F	?60F7
015E10	?5B6A
015E11	?60FA
015E14	?60F9
015E15	?5361
015E16	?56FA
015E18	?5151
015E19	?60F8
015E1A	?5BE2
015E1B	?49AE
015E1C	?5BC3
015E1D	?4B7B
015E26	?4AF7
015E27	?5BA0
015E2D	?584F
015E2E	?48EE
015E31	?60FB
015E37	?6141
015E38	?4A43
015E3B	?60FC
015E3C	?60FD
015E3D	?5251
015E42	?527D
015E44	?6142
015E45	?4C9A
015E4C	?4E6F
015E54	?6143
015E55	?52BA
015E5B	?6144
015E5E	?6145
015E61	?6146
015E62	?4AB0
015E72	?4CC8
015E73	?53BC
015E74	?52E9
015E76	?49A1
015E78	?58D1
015E7A	?647B
015E7B	?4E63
015E7C	?5A77
015E7D	?5A64
015E7F	?4D84
015E80	?61CE
015E84	?5C4F
015E86	?548D
015E87	?4973
015E8A	?4AB1
015E8B	?61D0
015E8F	?58F1
015E90	?51AD
015E91	?61CF
015E93	?5083
015E94	?5A46
015E95	?4B77
015E96	?61D1
015E97	?4B8B
015E99	?528E
015E9A	?4CFC
015E9C	?4CAD
015E9E	?5373
015E9F	?4C6F
015EA0	?61D3
015EA5	?61D2
015EA6	?4BC7
015EA7	?5C9A
015EAD	?5745
015E	?B0
015EB3	?61D7
015EB5	?61D5
015EB6	?55FB
015EB7	?5055
015EB8	?5A59
015EB9	?61D4
015EBE	?61D6
015EC9	?514E
015ECA	?50C7
015ED1	?61DA
015ED2	?61D9
015ED3	?50A9
015ED6	?516E
015EDB	?61DB
015EE8	?61DC
015EEA	?61DD
015EF4	?5E68
015EF6	?5973
015EF7	?5742
015EFA	?4F48
015EFE	?5FC2
015EFF	?5CA4
015F00	?504A
015F01	?5E6D
015F02	?59EB
015F03	?53F9
015F04	?534A
015F08	?5FC3
015F0A	?4977
015F0B	?604E
015F0F	?55BC
015F11	?6051
015F13	?4D4D
015F15	?59FC
015F17	?4CA4
015F18	?4DEA
015F1B	?4A7A
015F1F	?4B7C
015F20	?5B65
015F25	?5276
015F26	?5872
015F27	?4E41
015F29	?6394
015F2A	?6393
015F2D	?6395
015F2F	?5785
015F31	?54F4
015F39	?4B4F
015F3A	?545F
015F3C	?6397
015F40	?66AF
015F50	?6387
015F52	?4D8A
015F53	?4B51
015F55	?51BB
015F56	?6389
015F57	?6388
015F58	?638A
015F5D	?59CC
015F61	?618B
015F62	?58CD
015F64	?574E
015F66	?5986
015F69	?49C9
015F6A	?498C
015F6C	?4993
015F	?6D
015F6D	?538E
015F70	?5B63
015F71	?5A50
015F73	?617C
015F77	?617D
015F79	?59DA
015F7B	?4A59
015F7C	?496B
015F80	?579A
015F81	?5B98
015F82	?617E
015F84	?4FB5
015F85	?4AFC
015F87	?617F
015F88	?4DDB
015F89	?6181
015F8A	?4E52
015F8B	?51C8
015F8C	?6182
015F90	?58EB
015F92	?575D
015F95	?6183
015F97	?4B63
015F98	?5367
015F99	?6184
015F9C	?6185
015FA1	?5A9A
015FA8	?6186
015FAA	?594D
015FAD	?6187
015FAE	?57A1
015FB5	?6188
015FB7	?4B62
015FBC	?6189
015FBD	?4E75
015FC3	?58C3
015FC4	?61DF
015FC5	?4978
015FC6	?59E3
015FC9	?61E0
015FCC	?4EC8
015FCD	?54CB
015FCF	?61E2
015FD0	?66FD
015FD1	?66FC
015FD2	?604F
015FD6	?61E1
015FD7	?5BBD
015FD8	?579D
015FD9	?5246
015FDD	?6263
015FE0	?5BD1
015FE1	?61E6
015FE4	?61E7
015FE7	?5A67
015FEA	?61EB
015FEB	?508D
015FED	?61EC
015FEE	?61E4
015FF1	?4A60
015FF5	?52ED
015FF8	?61ED
015FFB	?58C2
015FFD	?4DF5
015FFE	?61E8
015FFF	?4C7E
016000	?4E53
016001	?56AB
016002	?566B
016003	?61E3
016004	?61E5
016005	?61E9
016006	?61EA
01600A	?61F6
01600D	?61F3
01600E	?5AF4
01600F	?61F2
016012	?534D
016014	?5B9B
016015	?5362
016016	?49BF
016019	?61EE
01601B	?61F1
01601C	?514F
01601D	?565C
016020	?4B41
016021	?61F8
016025	?4EB0
016026	?61F0
016027	?58D3
016028	?5AB8
016029	?61F4
01602A	?4D76
01602B	?61F5
01602F	?5473
016035	?61EF
01603B	?5C7C
01603C	?6741
01603F	?61F7
016041	?6745
016042	?61FD
016043	?55D0
01604B	?5155
01604D	?4E70
016050	?5076
016052	?4DE2
016055	?5641
016059	?6746
01605A	?6743
01605D	?6742
016062	?4E76
016063	?6747
016064	?58F3
016067	?6744
016068	?4DDD
016069	?4BF6
01606A	?6241
01606B	?4BB1
01606C	?56F0
01606D	?4D47
01606F	?5842
016070	?5441
016073	?5072
016076	?4BF0
016078	?61F9
0160	?79
016079	?61FA
01607A	?61FC
01607B	?61FB
01607C	?52D4
01607D	?6242
01607F	?5A61
016083	?6247
016084	?5464
016089	?5844
01608C	?6249
01608D	?4DB6
016092	?6248
016094	?4E7A
016096	?6243
01609A	?6244
01609B	?624A
01609D	?6246
01609F	?57F1
0160A0	?5A66
0160A3	?4E5C
0160A6	?5AC2
0160A8	?52F9
0160AB	?6748
0160AC	?58FB
0160AD	?6245
0160AF	?5296
0160B1	?624D
0160B2	?494F
0160B4	?6252
0160B8	?4EC1
0160BB	?624C
0160BC	?4B5F
0160C5	?548A
0160C6	?6250
0160CA	?4FA9
0160CB	?5790
0160D1	?4E94
0160D5	?56E7
0160D8	?624F
0160DA	?6251
0160DC	?5847
0160DD	?624E
0160DF	?57A8
0160E0	?4E7D
0160E6	?4B8C
0160E7	?4FE4
0160E8	?49D1
0160E9	?4A6D
0160EB	?4959
0160EC	?624B
0160ED	?49D0
0160EE	?4B4C
0160EF	?4D7F
0160F0	?4BE7
0160F3	?588C
0160F4	?6257
0160F6	?4E6C
0160F9	?54C6
0160FA	?58C9
016100	?6258
016101	?4A8F
016106	?6749
016108	?5A9B
016109	?5A85
01610D	?674A
01610E	?6259
01610F	?59E1
016115	?6255
01611A	?5A7E
01611F	?4CCF
016120	?6253
016123	?6256
016124	?4C7F
016126	?6254
016127	?50A1
01612B	?625A
01613F	?5AB7
016148	?4AC7
01614A	?625B
01614C	?4E65
01614E	?5598
016151	?5586
016155	?52BC
01615D	?674B
016162	?51FC
016167	?4E7B
016168	?504E
016170	?57BE
016175	?625C
016177	?5056
0161	?81
01618B	?4990
01618E	?5AF6
016194	?625E
01619D	?674D
0161A7	?625F
0161A8	?4DA8
0161A9	?674C
0161AC	?625D
0161B7	?6260
0161BE	?4DB5
0161C2	?4BAD
0161C8	?58B7
0161CA	?48C2
0161CB	?674E
0161D1	?674F
0161D2	?50C0
0161D4	?6261
0161E6	?5353
0161F5	?6262
0161FF	?5EB1
016206	?6750
016208	?4CE9
01620A	?57EB
01620B	?65A6
01620C	?58E6
01620D	?55F8
01620E	?54D5
01620F	?5857
016210	?4A69
016211	?57D1
016212	?4F85
016215	?627E
016216	?4E93
016217	?65A7
016218	?5B5D
01621A	?53DC
01621B	?65A8
01621F	?65A9
016221	?65AB
016222	?65AA
016224	?65AD
016225	?65AC
01622A	?4F78
01622C	?65AE
01622E	?51BD
016233	?4AC0
016234	?4AF6
016237	?4E47
01623D	?66E5
01623E	?66E4
01623F	?4C5F
016240	?569A
016241	?4983
016243	?66E6
016247	?5568
016248	?66E7
016249	?66E8
01624B	?55D5
01624C	?5FCF
01624D	?49C4
01624E	?5AF9
016251	?53CA
016252	?48C6
016253	?4AF1
016254	?54D2
016258	?5770
01625B	?5058
016263	?507B
016266	?5444
016267	?5BB3
016269	?50A8
01626A	?5FD0
01626B	?5548
01626C	?5990
01626D	?5344
01626E	?48E6
01626F	?4A56
016270	?54C4
016273	?48E1
016276	?4C97
016279	?539B
01627C	?4BF2
01627E	?5B72
01627F	?4A70
016280	?4EBB
0162	?82
016284	?4A4D
016289	?4FF0
01628A	?48D0
016291	?59D5
016292	?55E2
016293	?5C45
016295	?5756
016296	?4BB5
016297	?5059
016298	?5B7B
01629A	?4CA6
01629B	?5377
01629F	?5FD1
0162A0	?5079
0162A1	?51D4
0162A2	?5460
0162A4	?4E44
0162A5	?4948
0162A8	?538B
0162AB	?539C
0162AC	?56A6
0162B1	?4947
0162B5	?4B76
0162B9	?52A7
0162BB	?5FD2
0162BC	?595A
0162BD	?4A8A
0162BF	?5293
0162C2	?4C98
0162C4	?5BF3
0162C5	?4B43
0162C6	?49EF
0162C7	?52B3
0162C8	?52E8
0162C9	?50AC
0162CA	?5FD3
0162CC	?48E7
0162CD	?5364
0162CE	?5181
0162D0	?4D75
0162D2	?4FDB
0162D3	?5778
0162D4	?48CD
0162D6	?576F
0162D7	?5FD5
0162D8	?4FCF
0162D9	?5C5E
0162DA	?5FD4
0162DB	?5B70
0162DC	?48DC
0162DF	?52E1
0162E2	?51A2
0162E3	?4EEF
0162E5	?5A55
0162E6	?50B8
0162E7	?5341
0162E8	?49A5
0162E9	?5AF0
0162EC	?50A7
0162ED	?55C2
0162EE	?5FD6
0162EF	?5B9D
0162F1	?4D50
0162F3	?54AC
0162F4	?5649
0162F6	?5FD8
0162F7	?505D
0162FC	?53B3
0162FD	?5C47
0162FE	?55AF
0162FF	?52C2
016301	?4A76
016302	?4D72
016307	?5BB7
016308	?65FB
016309	?48B3
01630E	?5087
016311	?56F3
016316	?577A
01631A	?5BBE
01631B	?51CD
01631D	?57CD
01631E	?56A1
01631F	?58AD
016320	?52D2
016321	?4B52
016322	?5FD7
016323	?5B96
016324	?4EB6
016325	?4E73
016328	?48A3
01632A	?5352
01632B	?4AEB
01632F	?5B92
016332	?65FC
016339	?5FD9
01633A	?5746
01633D	?578D
016342	?57E5
016343	?5FDB
016345	?5751
016346	?50A5
016349	?5C5D
01634B	?5FDA
01634C	?48C5
01634D	?4DB3
01634E	?5573
01634F	?52F2
016350	?4FE7
016355	?49B5
01635E	?50CB
01635F	?5691
016361	?4EF0
016362	?4E5B
016363	?4B57
016367	?5396
016369	?5FE5
01636D	?5FE2
01636E	?4FDC
016371	?5FDE
016376	?4AB6
016377	?4F7D
01637A	?5FDF
01637B	?52EC
016380	?5866
016382	?4B81
0163	?83
016387	?4BDD
016388	?55D9
016389	?4B95
01638A	?5FE4
01638C	?5B66
01638E	?5FE0
01638F	?56CC
016390	?53FD
016392	?5365
016396	?59B3
016398	?4FF1
0163A0	?51D2
0163A2	?56BC
0163A3	?4A58
0163A5	?4F73
0163A7	?5078
0163A8	?5766
0163A9	?597A
0163AA	?4AEA
0163AC	?5FE3
0163AD	?5FDC
0163AE	?5FE6
0163B0	?65FD
0163B3	?51AF
0163B4	?5FE1
0163B7	?5BBF
0163B8	?4B47
0163BA	?49F3
0163BC	?5FE7
0163BE	?5FF1
0163C4	?5FEC
0163C6	?5FF0
0163C9	?54DF
0163CD	?5C82
0163CE	?5FEE
0163CF	?5289
0163D0	?56E0
0163D2	?49E4
0163D6	?59BD
0163DE	?5FED
0163E0	?5FEA
0163E1	?57D4
0163E3	?4AA6
0163E9	?504B
0163EA	?4FBD
0163ED	?4F72
0163F2	?5FE8
0163F4	?5AAD
0163F6	?5FDD
0163F8	?5FE9
0163FD	?50BE
0163FF	?5FEB
016400	?49F2
016401	?4CE8
016402	?51A6
016405	?4F61
01640B	?5FF4
01640C	?5FF7
01640F	?49AA
016410	?4AA3
016413	?4AE9
016414	?5546
01641B	?5FF5
01641C	?5671
01641E	?4CE2
016420	?5FF6
016421	?5FF9
016426	?5FF8
01642A	?56C1
01642C	?48E0
01642D	?4AED
016434	?635A
01643A	?58AE
01643D	?49EA
01643F	?6641
016441	?5FF3
016444	?5584
016445	?5FF2
016446	?48D9
016447	?59A0
016448	?4998
01644A	?56AE
016452	?5FEF
016454	?5644
016458	?5B4A
01645E	?5FFA
016467	?4ADC
016469	?52A5
01646D	?5FFC
016478	?529F
016479	?52A0
01647A	?6041
016482	?516C
0164	?84
016484	?5FFB
016485	?4FEE
016487	?53B1
016491	?4A65
016492	?54F5
016495	?565A
016496	?5FFD
016499	?6044
01649E	?5C52
0164A4	?4A57
0164A9	?5163
0164AC	?546B
0164AD	?49A4
0164AE	?4AE8
0164B0	?5C4B
0164B5	?52EB
0164B7	?6042
0164B8	?6043
0164BA	?6045
0164BC	?4DB2
0164C0	?6046
0164C2	?50DD
0164C5	?5563
0164CD	?49D8
0164CE	?5487
0164D0	?6047
0164D2	?547C
0164D7	?6048
0164D8	?6642
0164DE	?5673
0164E2	?604A
0164E4	?6049
0164E6	?49C0
016500	?536A
016509	?604B
016512	?5ADB
016518	?54C0
016525	?604C
01652B	?4FEF
01652E	?604D
01652F	?5BA6
016534	?65B6
016535	?6656
016536	?55D4
016538	?5CFB
016539	?4CC3
01653B	?4D45
01653E	?4C65
01653F	?5B9F
016545	?4D6A
016548	?58A6
016549	?6ACC
01654C	?4B70
01654F	?5295
016551	?4FC7
016555	?6657
016556	?48BC
016559	?4F6C
01655B	?5152
01655D	?4976
01655E	?4A48
016562	?4CD1
016563	?5542
016566	?4BD7
01656B	?6658
01656C	?4FB3
016570	?55FC
016572	?5463
016574	?5B9C
016577	?4C94
0165	?85
016587	?57C3
01658B	?5B4B
01658C	?4994
016590	?66B2
016591	?48DE
016593	?66B4
016597	?4BB6
016599	?516F
01659B	?6B9B
01659C	?58B0
01659F	?5B86
0165A1	?57D2
0165A4	?4F90
0165A5	?4A83
0165A7	?4CAA
0165A9	?5B56
0165AB	?675D
0165AD	?4BCE
0165AF	?5659
0165B0	?58C1
0165B9	?4C5D
0165BC	?66B5
0165BD	?55A8
0165C1	?5374
0165C3	?66B8
0165C4	?66B7
0165C5	?51C2
0165C6	?66B6
0165CB	?58FC
0165CC	?66B9
0165CE	?66BA
0165CF	?5C86
0165D2	?66BB
0165D6	?66BC
0165D7	?53EB
0165E0	?57DD
0165E2	?4EC7
0165E5	?54D4
0165E6	?4B49
0165E7	?4FC8
0165E8	?5BBB
0165E9	?5AE6
0165EC	?594E
0165ED	?58F0
0165EE	?65B7
0165EF	?65B8
0165F0	?65B9
0165F1	?4DB4
0165F6	?55B0
0165F7	?5096
0165FA	?579B
016600	?65BF
016602	?48B9
016603	?65BD
016606	?50A4
01660A	?65BA
01660C	?49FC
01660E	?5298
01660F	?4E89
016613	?59D6
016614	?57F3
016615	?65BE
016619	?65BB
01661D	?65C2
01661F	?58C6
016620	?5A53
016625	?4AB9
016627	?5261
016628	?5C93
01662D	?5B71
01662F	?55C6
016631	?65C4
016634	?65C3
016635	?65C6
016636	?65C5
01663C	?5BE6
01663E	?5874
016641	?65CA
016643	?4E6E
01664B	?4F9B
01664C	?556E
01664F	?65CB
016652	?5559
016653	?589F
016654	?65C9
016655	?5ACD
016656	?65CC
016657	?65CE
01665A	?578E
01665F	?65C8
016661	?65CD
016664	?57ED
016666	?4E7E
016668	?4A5F
01666E	?53D4
01666F	?4FAF
016670	?57F9
016674	?5488
016676	?4FA6
016677	?65CF
01667A	?5BC6
01667E	?5160
016682	?5ADC
016684	?65D0
0166	?86
016687	?585E
01668C	?65D1
016691	?55ED
016696	?534F
016697	?48B4
01669D	?65D3
0166A7	?65D2
0166A8	?6ADE
0166AE	?52B9
0166B4	?4949
0166B9	?637F
0166BE	?65D4
0166D9	?55EE
0166DB	?65D5
0166DC	?65D6
0166DD	?53D7
0166E6	?65D7
0166E9	?65D8
0166F0	?5ABA
0166F2	?549B
0166F3	?59B6
0166F4	?4CFB
0166F7	?65C1
0166F9	?49DB
0166FC	?51FB
0166FE	?5AF7
0166FF	?56E5
016700	?5C8F
016708	?5AC1
016709	?5A70
01670A	?6663
01670B	?5394
01670D	?4C9F
016710	?6674
016714	?5657
016715	?667E
016717	?50C9
01671B	?579C
01671D	?4A4F
01671F	?53D9
016726	?669D
016728	?52BD
01672A	?57B3
01672B	?52A8
01672C	?495E
01672D	?5AFC
01672F	?55F4
016731	?5BEB
016734	?53D2
016735	?4BE3
01673A	?4E9B
01673D	?58DF
016740	?5551
016742	?5AD2
016743	?54A7
