3030	0300
3031	0301
3032	0302
3033	0303
3034	0304
3035	0305
3036	0306
3037	0307
3038	0308
3039	0309
3061	030a
3041	030A
3062	030b
3042	030B
3063	030c
3043	030C
3064	030d
3044	030D
3065	030e
3045	030E
3066	030f
3046	030F
3130	0310
3131	0311
3132	0312
3133	0313
3134	0314
3135	0315
3136	0316
3137	0317
3138	0318
3139	0319
3161	031a
3141	031A
3162	031b
3142	031B
3163	031c
3143	031C
3164	031d
3144	031D
3165	031e
3145	031E
3166	031f
3146	031F
3230	0320
3231	0321
3232	0322
3233	0323
3234	0324
3235	0325
3236	0326
3237	0327
3238	0328
3239	0329
3261	032a
3241	032A
3262	032b
3242	032B
3263	032c
3243	032C
3264	032d
3244	032D
3265	032e
3245	032E
3266	032f
3246	032F
3330	0330
3331	0331
3332	0332
3333	0333
3334	0334
3335	0335
3336	0336
3337	0337
3338	0338
3339	0339
3361	033a
3341	033A
3362	033b
3342	033B
3363	033c
3343	033C
3364	033d
3344	033D
3365	033e
3345	033E
3366	033f
3346	033F
3430	0340
3431	0341
3432	0342
3433	0343
3434	0344
3435	0345
3436	0346
3437	0347
3438	0348
3439	0349
3461	034a
3441	034A
3462	034b
3442	034B
3463	034c
3443	034C
3464	034d
3444	034D
3465	034e
3445	034E
3466	034f
3446	034F
3530	0350
3531	0351
3532	0352
3533	0353
3534	0354
3535	0355
3536	0356
3537	0357
3538	0358
3539	0359
3561	035a
3541	035A
3562	035b
3542	035B
3563	035c
3543	035C
3564	035d
3544	035D
3565	035e
3545	035E
3566	035f
3546	035F
3630	0360
3631	0361
3632	0362
3633	0363
3634	0364
3635	0365
3636	0366
3637	0367
3638	0368
3639	0369
3661	036a
3641	036A
3662	036b
3642	036B
3663	036c
3643	036C
3664	036d
3644	036D
3665	036e
3645	036E
3666	036f
3646	036F
3730	0370
3731	0371
3732	0372
3733	0373
3734	0374
3735	0375
3736	0376
3737	0377
3738	0378
3739	0379
3761	037a
3741	037A
3762	037b
3742	037B
3763	037c
3743	037C
3764	037d
3744	037D
3765	037e
3745	037E
3766	037f
3746	037F
3830	0380
3831	0381
3832	0382
3833	0383
3834	0384
3835	0385
3836	0386
3837	0387
3838	0388
3839	0389
3861	038a
3841	038A
3862	038b
3842	038B
3863	038c
3843	038C
3864	038d
3844	038D
3865	038e
3845	038E
3866	038f
3846	038F
3930	0390
3931	0391
3932	0392
3933	0393
3934	0394
3935	0395
3936	0396
3937	0397
3938	0398
3939	0399
3961	039a
3941	039A
3962	039b
3942	039B
3963	039c
3943	039C
3964	039d
3944	039D
3965	039e
3945	039E
3966	039f
3946	039F
6130	03a0
4130	03A0
6131	03a1
4131	03A1
6132	03a2
4132	03A2
6133	03a3
4133	03A3
6134	03a4
4134	03A4
6135	03a5
4135	03A5
6136	03a6
4136	03A6
6137	03a7
4137	03A7
6138	03a8
4138	03A8
6139	03a9
4139	03A9
6161	03aa
4161	03Aa
6141	03aA
4141	03AA
6162	03ab
4162	03Ab
6142	03aB
4142	03AB
6163	03ac
4163	03Ac
6143	03aC
4143	03AC
6164	03ad
4164	03Ad
6144	03aD
4144	03AD
6165	03ae
4165	03Ae
6145	03aE
4145	03AE
6166	03af
4166	03Af
6146	03aF
4146	03AF
6230	03b0
4230	03B0
6231	03b1
4231	03B1
6232	03b2
4232	03B2
6233	03b3
4233	03B3
6234	03b4
4234	03B4
6235	03b5
4235	03B5
6236	03b6
4236	03B6
6237	03b7
4237	03B7
6238	03b8
4238	03B8
6239	03b9
4239	03B9
6261	03ba
4261	03Ba
6241	03bA
4241	03BA
6262	03bb
4262	03Bb
6242	03bB
4242	03BB
6263	03bc
4263	03Bc
6243	03bC
4243	03BC
6264	03bd
4264	03Bd
6244	03bD
4244	03BD
6265	03be
4265	03Be
6245	03bE
4245	03BE
6266	03bf
4266	03Bf
6246	03bF
4246	03BF
6330	03c0
4330	03C0
6331	03c1
4331	03C1
6332	03c2
4332	03C2
6333	03c3
4333	03C3
6334	03c4
4334	03C4
6335	03c5
4335	03C5
6336	03c6
4336	03C6
6337	03c7
4337	03C7
6338	03c8
4338	03C8
6339	03c9
4339	03C9
6361	03ca
4361	03Ca
6341	03cA
4341	03CA
6362	03cb
4362	03Cb
6342	03cB
4342	03CB
6363	03cc
4363	03Cc
6343	03cC
4343	03CC
6364	03cd
4364	03Cd
6344	03cD
4344	03CD
6365	03ce
4365	03Ce
6345	03cE
4345	03CE
6366	03cf
4366	03Cf
6346	03cF
4346	03CF
6430	03d0
4430	03D0
6431	03d1
4431	03D1
6432	03d2
4432	03D2
6433	03d3
4433	03D3
6434	03d4
4434	03D4
6435	03d5
4435	03D5
6436	03d6
4436	03D6
6437	03d7
4437	03D7
6438	03d8
4438	03D8
6439	03d9
4439	03D9
6461	03da
4461	03Da
6441	03dA
4441	03DA
6462	03db
4462	03Db
6442	03dB
4442	03DB
6463	03dc
4463	03Dc
6443	03dC
4443	03DC
6464	03dd
4464	03Dd
6444	03dD
4444	03DD
6465	03de
4465	03De
6445	03dE
4445	03DE
6466	03df
4466	03Df
6446	03dF
4446	03DF
6530	03e0
4530	03E0
6531	03e1
4531	03E1
6532	03e2
4532	03E2
6533	03e3
4533	03E3
6534	03e4
4534	03E4
6535	03e5
4535	03E5
6536	03e6
4536	03E6
6537	03e7
4537	03E7
6538	03e8
4538	03E8
6539	03e9
4539	03E9
6561	03ea
4561	03Ea
6541	03eA
4541	03EA
6562	03eb
4562	03Eb
6542	03eB
4542	03EB
6563	03ec
4563	03Ec
6543	03eC
4543	03EC
6564	03ed
4564	03Ed
6544	03eD
4544	03ED
6565	03ee
4565	03Ee
6545	03eE
4545	03EE
6566	03ef
4566	03Ef
6546	03eF
4546	03EF
6630	03f0
4630	03F0
6631	03f1
4631	03F1
6632	03f2
4632	03F2
6633	03f3
4633	03F3
6634	03f4
4634	03F4
6635	03f5
4635	03F5
6636	03f6
4636	03F6
6637	03f7
4637	03F7
6638	03f8
4638	03F8
6639	03f9
4639	03F9
6661	03fa
4661	03Fa
6641	03fA
4641	03FA
6662	03fb
4662	03Fb
6642	03fB
4642	03FB
6663	03fc
4663	03Fc
6643	03fC
4643	03FC
6664	03fd
4664	03Fd
6644	03fD
4644	03FD
6665	03fe
4665	03Fe
6645	03fE
4645	03FE
6666	03ff
4666	03Ff
6646	03fF
4646	03FF
